user_id,watch_time_hours,avg_session_mins,sessions_per_week,completion_rate,weekend_usage_ratio,genre_diversity,top_genres
USR-00682,14.46,33.0,2,0.542,0.568,5,Drama|Animation|Family|Comedy
USR-00683,44.72,72.2,8,0.816,0.408,3,
USR-00684,30.12,62.4,10,0.696,0.306,6,Sci-Fi|Animation|Comedy|Action|Drama|Family
USR-00685,20.65,73.7,7,0.71,0.324,6,Romance|Comedy|Action|Animation|Thriller|Drama
USR-00686,7.81,29.1,4,0.501,0.528,4,Animation|Drama|Family|Comedy
USR-00687,10.64,37.7,4,0.621,0.636,5,Drama|Animation|Family|Comedy
USR-00688,29.37,91.9,6,0.82,0.442,1,Drama
USR-00689,1.33,47.7,1,0.336,0.878,1,Comedy
USR-00690,32.33,57.0,10,0.792,0.311,6,Family|Thriller|Romance|Comedy|Documentary|Sci-Fi
USR-00691,11.27,21.1,2,0.498,0.369,5,Comedy|Drama|Family|Animation
USR-00692,19.27,90.1,6,0.658,0.388,1,Drama
USR-00693,12.72,15.6,3,0.462,0.605,4,Animation|Family|Drama|Comedy
USR-00694,15.01,21.7,2,0.586,0.38,5,Drama|Comedy|Animation|Family
USR-00695,23.69,94.5,9,0.866,0.529,3,Drama|Romance|Thriller
USR-00696,35.92,76.2,5,0.726,0.334,6,Documentary|Thriller|Family|Drama|Animation|Romance
USR-00697,1.8,44.3,2,0.44,0.798,3,Drama|Comedy|Family
USR-00698,39.04,46.9,5,0.677,0.409,7,Romance|Thriller|Sci-Fi|Family|Documentary|Animation|Comedy
USR-00699,6.38,26.5,1,0.639,0.753,1,Comedy
USR-00700,8.25,25.9,2,0.628,0.514,5,Family|Drama|Comedy|Animation
USR-00701,9.38,18.8,4,0.756,0.667,4,Drama|Comedy|Family|Animation
USR-00702,13.29,38.9,4,0.623,0.591,4,Drama|Animation|Comedy|Family
USR-00703,43.66,83.7,14,0.792,0.439,3,Thriller|Action|Sci-Fi
USR-00704,23.92,82.0,9,0.689,0.511,2,Romance|Thriller
USR-00705,7.67,28.8,4,0.696,0.658,3,Family|Drama|Comedy
USR-00706,25.69,49.2,7,0.807,0.337,6,Drama|Thriller|Documentary|Comedy|Family|Sci-Fi
USR-00707,8.9,29.7,1,0.351,0.892,2,Comedy|Family
USR-00708,6.63,31.2,1,0.54,0.816,1,Comedy
USR-00709,7.02,28.9,5,0.735,0.406,3,Family|Drama|Comedy
USR-00710,23.89,72.6,8,0.573,0.445,8,Comedy|Sci-Fi|Action|Romance|Thriller|Drama|Documentary|Family
USR-00711,21.45,93.9,6,0.857,0.352,2,Romance|Thriller
USR-00712,8.05,22.8,3,0.346,0.688,1,Family
USR-00713,2.23,34.4,2,0.477,0.588,2,Comedy|Drama
USR-00714,24.61,75.3,9,0.906,0.423,1,Thriller
USR-00715,9.2,49.3,2,0.625,0.629,1,Family
USR-00716,48.8,93.4,7,0.913,0.309,4,Thriller|Action|Sci-Fi
USR-00717,25.47,70.0,10,0.665,0.467,7,Animation|Romance|Comedy|Action|Family|Drama|Thriller
USR-00718,52.11,82.5,11,0.906,0.441,4,Sci-Fi|Action|Thriller
USR-00719,9.93,39.9,2,0.346,0.566,3,Drama|Family|Comedy
USR-00720,23.91,87.9,5,0.79,0.511,3,Drama|Romance|Thriller
USR-00721,25.09,69.7,10,0.507,0.547,6,Romance|Sci-Fi|Animation|Comedy|Drama|Thriller
USR-00722,10.75,26.8,2,0.655,0.67,3,Comedy|Animation|Drama
USR-00723,50.46,72.0,14,0.964,0.259,4,Action|Sci-Fi|Thriller
USR-00724,20.52,59.0,8,0.876,0.295,1,Romance
USR-00725,49.63,102.6,13,0.785,0.444,2,Thriller|Action
USR-00726,39.39,87.1,7,0.98,0.311,2,
USR-00727,6.09,21.9,4,0.697,0.368,5,Drama|Family|Animation|Comedy
USR-00728,46.74,95.3,14,0.95,0.299,4,Action|Thriller|Sci-Fi
USR-00729,25.18,78.1,10,0.696,0.466,5,Romance|Drama|Comedy|Family|Thriller
USR-00730,23.2,57.1,5,0.799,0.293,7,Romance|Documentary|Drama|Action|Thriller|Animation|Comedy
USR-00731,13.97,29.4,5,0.666,0.664,4,Comedy|Animation|Family|Drama
USR-00732,47.13,91.7,8,0.824,0.402,3,Sci-Fi|Thriller|Action
USR-00733,51.41,100.1,11,0.75,0.346,4,Sci-Fi|Action|Thriller
USR-00734,17.57,36.6,3,0.539,0.593,4,Comedy|Animation|Drama|Family
USR-00735,41.98,82.2,14,0.726,0.329,2,Thriller|Action
USR-00736,3.45,25.6,1,0.593,0.587,2,Family|Comedy
USR-00737,6.41,15.3,4,0.54,0.528,4,Animation|Comedy|Drama|Family
USR-00738,10.36,36.3,6,0.543,0.633,2,Family|Animation
USR-00739,10.56,15.3,2,0.768,0.575,4,Comedy|Family|Drama|Animation
USR-00740,5.79,37.0,5,0.653,0.627,3,Comedy|Animation|Family
USR-00741,50.88,89.3,12,0.929,0.291,2,Thriller|Sci-Fi
USR-00742,37.0,73.6,12,0.707,0.433,2,Action|Sci-Fi
USR-00743,34.82,83.5,7,0.806,0.363,2,Drama|Romance
USR-00744,50.76,91.2,14,0.793,0.427,2,Action|Sci-Fi
USR-00745,25.1,72.2,9,0.667,0.308,8,Comedy|Action|Sci-Fi|Thriller|Romance|Documentary|Animation|Family
USR-00746,37.83,41.6,7,0.66,0.448,5,Comedy|Documentary|Action|Family|Romance
USR-00747,17.25,37.1,3,0.616,0.508,4,Comedy|Animation|Drama|Family
USR-00748,10.93,22.0,5,0.493,0.603,3,Drama|Family|Animation
USR-00749,9.81,24.3,2,0.483,0.723,2,Family|Comedy
USR-00750,6.45,25.5,1,0.643,0.659,1,Family
USR-00751,13.15,36.0,5,0.709,0.644,4,Drama|Comedy|Animation|Family
USR-00752,10.44,18.2,3,0.598,0.486,3,Animation|Drama|Comedy
USR-00753,12.51,35.2,4,0.749,0.629,4,Animation|Drama|Comedy|Family
USR-00754,31.94,75.7,7,,0.359,6,Animation|Documentary|Romance|Action|Thriller|Family
USR-00755,5.1,44.2,2,0.307,0.645,1,Drama
USR-00756,16.83,26.0,6,0.73,0.66,2,Comedy|Animation
USR-00757,5.57,29.8,3,0.768,0.587,4,Animation|Family|Drama|Comedy
USR-00758,31.94,69.6,6,0.755,0.425,3,Romance|Drama|Thriller
USR-00759,42.7,89.7,11,0.853,0.321,3,Sci-Fi|Action|Thriller
USR-00760,32.34,42.7,7,0.729,0.401,5,Sci-Fi|Comedy|Romance|Documentary|Drama
USR-00761,3.94,45.0,2,0.553,0.744,2,Comedy|Drama
USR-00762,46.11,77.9,8,0.814,0.383,2,Sci-Fi|Action
USR-00763,52.7,108.6,13,0.966,0.335,3,Thriller|Action|Sci-Fi
USR-00764,40.72,86.9,7,0.841,0.288,2,Thriller|Sci-Fi
USR-00765,20.1,98.5,5,0.847,0.531,1,Romance
USR-00766,35.67,98.7,9,0.704,0.422,3,Sci-Fi|Thriller|Action
USR-00767,44.88,100.9,7,0.973,0.33,2,Action|Thriller
USR-00768,47.72,119.2,7,0.951,0.39,3,Thriller|Action|Sci-Fi
USR-00769,47.02,74.0,9,0.762,0.334,3,Thriller|Action|Sci-Fi
USR-00770,27.42,71.9,10,0.643,0.292,5,Family|Comedy|Documentary|Thriller|Romance
USR-00771,7.83,37.6,3,0.564,0.535,2,Animation|Comedy
USR-00772,20.87,69.2,8,0.697,0.454,6,Animation|Comedy|Action|Documentary|Sci-Fi|Thriller
USR-00773,26.56,70.5,10,0.522,0.446,5,Comedy|Sci-Fi|Romance|Action|Animation
USR-00774,3.38,41.3,2,0.551,0.768,2,Drama|Family
USR-00775,39.2,77.7,7,0.959,0.253,2,Thriller|Sci-Fi
USR-00776,24.12,76.4,9,0.859,0.345,1,Romance
USR-00777,36.34,73.5,9,0.846,0.361,8,Drama|Animation|Comedy|Family|Documentary|Sci-Fi|Romance|Action
USR-00778,40.61,99.7,12,0.91,0.408,3,Action|Sci-Fi|Thriller
USR-00779,2.52,29.1,2,0.665,0.658,1,Drama
USR-00780,22.11,86.2,9,0.859,0.443,2,Thriller|Drama
USR-00781,12.33,16.7,6,0.545,0.598,5,Comedy|Drama|Family|Animation
USR-00782,31.16,86.2,6,0.864,0.465,3,Drama|Thriller|Romance
USR-00783,22.38,68.4,10,0.751,0.393,6,Drama|Thriller|Action|Comedy|Family|Animation
USR-00784,31.53,57.8,9,0.698,0.411,5,Family|Thriller|Documentary|Animation|Drama
USR-00785,22.23,97.6,6,0.818,0.258,3,Thriller|Romance|Drama
USR-00786,14.17,39.2,5,0.788,0.446,3,Animation|Drama|Family
USR-00787,6.38,21.9,1,0.323,0.595,1,Family
USR-00788,16.79,28.0,3,0.729,0.643,5,Comedy|Animation|Drama|Family
USR-00789,7.69,51.6,3,0.539,0.735,1,Drama
USR-00790,29.09,76.5,5,0.5,0.408,5,Sci-Fi|Documentary|Romance|Action|Comedy
USR-00791,17.58,24.5,3,0.46,0.359,2,Animation|Drama
USR-00792,17.74,23.4,6,0.485,0.533,3,Family|Animation|Comedy
USR-00793,16.7,15.0,5,0.53,0.423,3,Comedy|Family|Animation
USR-00794,37.05,106.9,9,0.959,0.382,4,Sci-Fi|Action|Thriller
USR-00795,39.64,118.1,14,0.807,0.315,4,Sci-Fi|Action|Thriller
USR-00796,17.74,20.5,4,0.6,0.394,3,Comedy|Animation|Family
USR-00797,46.68,90.3,8,0.748,0.252,2,Sci-Fi|Action
USR-00798,42.54,110.5,14,0.965,0.335,4,Sci-Fi|Thriller|Action
USR-00799,2.95,30.6,2,0.619,0.712,2,Family|Comedy
USR-00800,2.04,53.5,3,0.624,0.844,2,Drama|Comedy
USR-00801,6.69,46.5,1,0.409,0.613,3,Drama|Family|Comedy
USR-00802,12.46,35.9,4,0.687,0.442,5,Family|Drama|Comedy|Animation
USR-00803,18.17,67.0,8,0.822,0.269,1,Thriller
USR-00804,20.9,68.9,6,0.699,0.351,6,Romance|Family|Drama|Sci-Fi|Action|Documentary
USR-00805,52.93,89.1,10,0.764,0.38,4,Sci-Fi|Action|Thriller
USR-00806,54.11,113.4,8,0.979,0.313,2,Thriller|Sci-Fi
USR-00807,3.74,35.8,3,0.566,0.596,3,Comedy|Drama|Family
USR-00808,37.72,81.6,12,0.899,0.281,3,Thriller|Action|Sci-Fi
USR-00809,21.9,78.3,9,0.753,0.352,6,Animation|Thriller|Documentary|Family|Drama|Comedy
USR-00810,27.84,90.4,4,0.907,0.536,3,Romance|Thriller|Drama
USR-00811,46.73,92.5,8,0.923,0.436,3,Action|Sci-Fi|Thriller
USR-00812,38.94,96.7,10,0.841,0.359,2,Sci-Fi|Action
USR-00813,24.09,50.3,7,0.685,0.542,3,Romance|Thriller|Drama
USR-00814,28.73,71.0,6,0.625,0.27,5,Documentary|Thriller|Animation|Comedy|Sci-Fi
USR-00815,45.53,83.5,12,0.838,0.409,3,Sci-Fi|Action|Thriller
USR-00816,33.03,85.2,8,0.762,0.353,3,Drama|Thriller|Romance
USR-00817,28.31,70.1,7,0.662,0.302,2,Drama|Romance
USR-00818,35.74,69.6,8,0.711,0.495,8,Sci-Fi|Romance|Family|Action|Drama|Documentary|Thriller|Comedy
USR-00819,22.71,69.7,9,0.509,0.346,5,Sci-Fi|Animation|Documentary|Family|Thriller
USR-00820,9.86,30.1,2,0.724,0.478,4,Comedy|Family|Drama|Animation
USR-00821,40.8,105.2,11,0.93,0.343,4,Thriller|Action|Sci-Fi
USR-00822,35.74,67.0,6,0.687,0.404,6,Animation|Sci-Fi|Family|Documentary|Thriller|Drama
USR-00823,14.25,16.3,5,0.739,0.541,5,Animation|Family|Comedy|Drama
USR-00824,3.88,42.0,2,0.443,0.851,3,Drama|Family|Comedy
USR-00825,3.15,44.8,1,0.457,0.78,3,Family|Drama|Comedy
USR-00826,49.37,74.3,12,0.737,0.436,2,Sci-Fi|Action
USR-00827,22.33,65.8,9,0.566,0.361,5,Thriller|Romance|Action|Animation|Sci-Fi
USR-00828,13.93,17.0,5,0.675,0.51,5,Animation|Comedy|Drama|Family
USR-00829,27.03,72.6,4,0.886,0.288,1,Drama
USR-00830,10.03,22.0,3,0.591,0.566,3,Comedy|Animation|Family
USR-00831,39.42,60.6,9,0.517,0.261,6,Documentary|Animation|Sci-Fi|Thriller|Family|Romance
USR-00832,25.54,59.2,7,0.574,0.516,6,Family|Documentary|Romance|Drama|Thriller|Animation
USR-00833,6.72,37.5,2,,0.657,4,Comedy|Family|Drama|Animation
USR-00834,4.06,36.7,2,0.352,0.563,1,Comedy
USR-00835,9.58,40.1,1,0.496,0.685,3,Comedy|Drama|Family
USR-00836,33.12,61.6,6,0.77,0.519,6,Drama|Thriller|Animation|Romance|Action|Comedy
USR-00837,9.33,30.4,1,0.514,0.838,3,Drama|Family|Comedy
USR-00838,19.35,97.9,6,0.755,0.357,2,Romance|Thriller
USR-00839,5.82,18.0,6,0.726,0.542,5,Drama|Family|Comedy|Animation
USR-00840,20.28,49.7,6,0.758,0.507,8,Romance|Drama|Thriller|Sci-Fi|Comedy|Family|Animation|Documentary
USR-00841,45.31,97.1,13,0.969,0.365,2,Thriller|Sci-Fi
USR-00842,7.88,45.8,1,0.338,0.758,2,Comedy|Drama
USR-00843,24.12,79.5,9,0.534,0.282,6,Sci-Fi|Documentary|Family|Action|Thriller|Comedy
USR-00844,7.1,30.0,6,0.775,0.641,4,Family|Animation|Comedy|Drama
USR-00845,43.68,74.5,7,0.8,0.295,3,Action|Thriller|Sci-Fi
USR-00846,30.14,57.7,8,0.665,0.446,3,Drama|Thriller|Romance
USR-00847,11.36,21.0,4,0.56,0.496,2,Animation|Drama
USR-00848,5.85,45.6,2,0.345,0.779,3,Drama|Comedy|Family
USR-00849,35.77,115.3,11,0.701,0.293,4,Action|Thriller|Sci-Fi
USR-00850,28.17,58.9,9,0.756,0.388,3,Drama|Thriller|Romance
USR-00851,44.6,83.7,9,0.954,0.351,3,Sci-Fi|Thriller|Action
USR-00852,50.38,84.7,7,0.774,0.254,4,Thriller|Sci-Fi|Action
USR-00853,34.1,100.0,5,0.682,0.52,3,Romance|Drama|Thriller
USR-00854,26.54,83.1,6,0.8,0.47,1,Romance
USR-00855,10.77,28.3,2,0.707,0.688,4,Drama|Family|Animation|Comedy
USR-00856,30.9,42.7,8,0.744,0.465,8,Comedy|Family|Romance|Action|Drama|Sci-Fi|Documentary|Thriller
USR-00857,2.5,26.6,1,0.612,0.82,1,Drama
USR-00858,20.93,55.5,6,0.676,0.367,3,Drama|Thriller|Romance
USR-00859,11.6,35.6,6,0.495,0.444,3,Family|Drama|Animation
USR-00860,39.52,64.8,10,0.686,0.266,6,Comedy|Action|Thriller|Family|Documentary|Romance
USR-00861,7.15,52.2,1,0.42,0.663,2,Comedy|Family
USR-00862,9.23,30.3,1,0.476,0.654,1,Drama
USR-00863,1.33,42.2,3,0.662,0.892,1,Comedy
USR-00864,39.0,43.4,6,0.503,0.544,6,Drama|Animation|Action|Comedy|Family|Sci-Fi
USR-00865,38.21,109.5,13,0.855,0.325,2,Action|Thriller
USR-00866,28.51,72.0,4,0.922,0.496,2,Thriller|Drama
USR-00867,33.1,65.0,7,0.861,0.371,2,Romance|Drama
USR-00868,9.86,37.9,2,0.659,0.895,2,Drama|Comedy
USR-00869,41.45,114.8,7,0.915,0.398,2,Sci-Fi|Thriller
USR-00870,10.24,35.2,3,0.69,0.604,3,Drama|Family|Animation
USR-00871,1.96,24.8,3,,0.569,1,Drama
USR-00872,53.04,72.4,10,0.842,0.39,4,Action|Sci-Fi|Thriller
USR-00873,19.98,50.1,8,0.935,0.422,2,Romance|Drama
USR-00874,16.89,23.2,2,0.697,0.593,2,Animation|Comedy
USR-00875,4.47,31.1,3,0.628,0.628,3,Comedy|Family|Drama
USR-00876,21.64,88.1,5,0.883,0.293,3,Romance|Drama|Thriller
USR-00877,17.89,31.4,5,0.501,0.508,5,Comedy|Drama|Family|Animation
USR-00878,11.65,39.8,3,0.777,0.491,2,Family|Animation
USR-00879,25.31,83.4,8,0.819,0.542,6,Documentary|Family|Sci-Fi|Drama|Romance|Animation
USR-00880,29.95,70.3,8,0.629,0.26,6,Animation|Action|Romance|Documentary|Comedy|Drama
USR-00881,15.79,17.8,3,0.652,0.406,2,Animation|Family
USR-00882,32.85,59.2,9,0.563,0.389,7,Sci-Fi|Animation|Thriller|Drama|Family|Action|Documentary
USR-00883,18.77,77.0,5,0.899,0.481,2,Romance|Drama
USR-00884,37.27,42.6,8,0.8,0.368,6,Documentary|Sci-Fi|Action|Thriller|Drama|Comedy
USR-00885,41.69,82.0,10,0.931,0.329,3,Sci-Fi|Action|Thriller
USR-00886,10.73,27.7,2,0.61,0.636,4,Family|Comedy|Animation|Drama
USR-00887,13.38,22.2,4,0.734,0.65,5,Comedy|Animation|Family|Drama
USR-00888,53.18,76.0,10,0.708,0.32,3,Action|Sci-Fi|Thriller
USR-00889,40.09,84.1,14,0.878,0.251,4,Sci-Fi|Action|Thriller
USR-00890,7.22,21.8,3,0.337,0.581,3,Family|Comedy|Drama
USR-00891,7.61,36.8,4,0.521,0.597,2,Comedy|Drama
USR-00892,26.58,61.1,5,0.94,0.458,2,Romance|Thriller
USR-00893,8.11,32.8,4,0.625,0.412,5,Animation|Family|Drama|Comedy
USR-00894,52.52,89.0,8,0.776,0.289,3,Action|Sci-Fi|Thriller
USR-00895,3.01,44.0,2,0.612,0.669,1,Drama
USR-00896,18.52,56.6,9,0.86,0.325,2,Romance|Thriller
USR-00897,12.2,31.5,3,0.79,0.509,4,Animation|Drama|Comedy|Family
USR-00898,17.84,20.2,3,0.727,0.401,3,Comedy|Drama|Animation
USR-00899,48.72,74.5,10,0.869,0.318,4,Sci-Fi|Thriller|Action
USR-00900,34.83,54.7,10,0.594,0.271,8,Sci-Fi|Family|Romance|Action|Thriller|Documentary|Comedy|Animation
USR-00901,36.8,66.2,8,0.669,0.328,8,Action|Documentary|Drama|Thriller|Sci-Fi|Family|Animation|Romance
USR-00902,11.5,33.7,5,0.456,0.414,3,Animation|Drama|Family
USR-00903,35.87,83.1,7,0.723,0.358,4,Sci-Fi|Action|Thriller
USR-00904,39.41,82.7,9,0.596,0.259,5,Animation|Thriller|Romance|Family|Action
USR-00905,21.73,85.3,6,0.811,0.523,2,Drama|Thriller
USR-00906,4.45,43.0,1,0.534,0.576,3,Comedy|Drama|Family
USR-00907,32.47,82.5,7,0.732,0.536,6,Documentary|Animation|Drama|Thriller|Action|Romance
USR-00908,37.82,90.5,10,0.952,0.446,4,Sci-Fi|Action|Thriller
USR-00909,17.09,25.7,4,0.588,0.635,4,Animation|Drama|Comedy|Family
USR-00910,7.4,26.0,3,0.692,0.454,2,Comedy|Drama
USR-00911,2.54,41.8,1,0.422,0.625,3,Comedy|Drama|Family
USR-00912,20.85,68.1,7,0.856,0.404,2,Drama|Romance
USR-00913,33.86,70.7,9,0.921,0.447,1,Thriller
USR-00914,33.07,52.9,7,0.901,0.453,2,Romance|Drama
USR-00915,19.78,97.1,8,0.728,0.457,1,Thriller
USR-00916,20.73,90.7,8,0.803,0.505,3,Romance|Thriller|Drama
USR-00917,38.0,96.2,12,0.704,0.406,4,Action|Thriller|Sci-Fi
USR-00918,53.06,92.2,14,0.812,0.429,3,Action|Thriller|Sci-Fi
USR-00919,7.63,38.6,5,0.781,0.583,3,Animation|Comedy|Drama
USR-00920,21.88,78.9,8,0.619,0.291,5,Thriller|Comedy|Sci-Fi|Documentary|Animation
USR-00921,40.56,71.3,14,0.917,0.39,3,Thriller|Action|Sci-Fi
USR-00922,6.29,53.8,3,0.588,0.787,1,Comedy
USR-00923,20.05,50.8,8,0.748,0.349,8,Animation|Romance|Sci-Fi|Action|Comedy|Documentary|Drama|Thriller
USR-00924,34.59,83.3,7,0.707,0.427,7,Animation|Comedy|Thriller|Action|Family|Drama|Romance
USR-00925,36.67,111.9,11,0.815,0.418,2,Sci-Fi|Thriller
USR-00926,7.72,32.9,6,0.792,0.542,3,Animation|Family|Drama
USR-00927,53.18,105.2,13,0.865,0.365,4,Action|Thriller|Sci-Fi
USR-00928,32.99,82.3,4,0.813,0.477,1,Romance
USR-00929,23.13,45.7,10,0.645,0.288,6,Drama|Thriller|Comedy|Family|Animation|Action
USR-00930,5.4,20.3,3,0.691,0.896,1,Comedy
USR-00931,13.0,16.9,3,0.652,0.394,4,Drama|Animation|Family|Comedy
USR-00932,6.33,23.5,4,0.473,0.443,5,Animation|Family|Drama|Comedy
USR-00933,11.88,26.3,2,0.776,0.42,4,Animation|Family|Drama|Comedy
USR-00934,1.24,29.1,3,0.636,0.76,2,Drama|Comedy
USR-00935,3.34,53.1,1,0.351,0.878,3,Comedy|Family|Drama
USR-00936,10.16,33.1,3,0.653,0.599,3,Comedy|Animation|Family
USR-00937,25.13,84.9,6,0.833,0.382,3,Romance|Drama|Thriller
USR-00938,51.49,82.9,13,0.817,0.361,2,Action|Thriller
USR-00939,23.5,64.1,5,0.735,0.351,1,Thriller
USR-00940,46.67,82.8,11,0.758,0.415,4,Sci-Fi|Action|Thriller
USR-00941,12.46,37.1,4,0.668,0.691,3,Drama|Animation|Comedy
USR-00942,4.1,33.7,2,0.393,0.628,2,Drama|Comedy
USR-00943,48.76,118.8,12,0.757,0.329,4,Thriller|Action|Sci-Fi
USR-00944,12.02,16.9,4,0.763,0.569,2,Animation|Drama
USR-00945,10.09,21.4,6,0.628,0.362,5,Animation|Comedy|Drama|Family
USR-00946,10.37,30.6,4,0.684,0.648,5,Comedy|Animation|Drama|Family
USR-00947,5.67,41.9,3,0.479,0.621,1,
USR-00948,34.68,63.0,4,0.828,0.34,3,Drama|Thriller|Romance
USR-00949,28.84,98.0,6,0.779,0.542,3,Thriller|Drama|Romance
USR-00950,5.82,36.3,3,0.651,0.495,5,Animation|Comedy|Drama|Family
USR-00951,38.42,52.1,6,0.548,0.459,5,Romance|Drama|Sci-Fi|Animation|Action
USR-00952,17.01,30.2,6,0.489,0.674,5,Animation|Comedy|Family|Drama
USR-00953,5.77,38.9,2,0.578,0.68,5,Animation|Family|Drama|Comedy
USR-00954,42.83,72.6,11,0.739,0.396,3,Sci-Fi|Thriller|Action
USR-00955,21.41,88.3,7,0.878,0.42,1,Romance
USR-00956,19.42,91.4,6,0.932,0.45,2,Romance|Thriller
USR-00957,2.75,45.6,3,0.495,0.605,2,Family|Drama
USR-00958,25.34,56.7,9,0.648,0.474,8,Sci-Fi|Action|Comedy|Documentary|Drama|Animation|Thriller|Family
USR-00959,28.02,81.2,5,0.587,0.473,6,Drama|Animation|Family|Sci-Fi|Romance|Action
USR-00960,25.55,40.1,9,0.621,0.461,5,Sci-Fi|Thriller|Romance|Animation|Family
USR-00961,33.84,70.0,8,0.84,0.518,6,Action|Thriller|Documentary|Sci-Fi|Family|Comedy
USR-00962,16.31,22.6,6,0.6,0.363,2,Family|Animation
USR-00963,53.77,113.3,13,0.896,0.364,2,Thriller|Sci-Fi
USR-00964,38.84,102.0,10,0.722,0.367,2,Action|Sci-Fi
USR-00965,32.08,55.5,4,0.87,0.299,2,Romance|Drama
USR-00966,27.1,77.4,9,0.679,0.438,7,Drama|Action|Animation|Romance|Sci-Fi|Documentary|Family
USR-00967,26.93,89.8,4,0.685,0.519,3,Romance|Drama|Thriller
USR-00968,53.02,94.2,10,0.855,0.446,3,Sci-Fi|Thriller|Action
USR-00969,26.69,45.3,6,0.692,0.312,6,Sci-Fi|Documentary|Thriller|Drama|Family|Comedy
USR-00970,10.5,27.4,4,0.648,0.388,5,Drama|Comedy|Family|Animation
USR-00971,12.58,25.7,6,0.648,0.584,2,Family|Animation
USR-00972,49.03,73.0,7,0.853,0.401,3,Action|Thriller|Sci-Fi
USR-00973,45.08,78.5,12,0.934,0.436,3,Thriller|Sci-Fi|Action
USR-00974,30.11,94.0,8,0.856,0.4,3,Thriller|Drama|Romance
USR-00975,6.15,35.7,5,0.75,0.467,5,Drama|Family|Comedy|Animation
USR-00976,33.12,83.5,5,0.693,0.487,6,Sci-Fi|Drama|Romance|Family|Comedy|Thriller
USR-00977,32.91,74.3,10,0.774,0.376,6,Romance|Sci-Fi|Drama|Comedy|Thriller|Documentary
USR-00978,10.37,36.6,5,0.602,0.588,2,Family|Comedy
USR-00979,38.84,44.1,9,0.554,0.542,7,Romance|Comedy|Action|Family|Documentary|Animation|Thriller
USR-00980,48.11,102.9,9,0.883,0.351,4,Sci-Fi|Thriller|Action
USR-00981,26.88,68.0,5,0.891,0.375,2,Drama|Romance
USR-00982,3.09,47.8,1,0.48,0.648,3,Drama|Comedy|Family
USR-00983,8.44,39.3,1,0.609,0.843,2,Drama|Comedy
USR-00984,35.98,71.9,7,0.826,0.371,5,Sci-Fi|Animation|Family|Action|Romance
USR-00985,46.13,70.3,14,0.705,0.406,4,Sci-Fi|Action|Thriller
USR-00986,22.75,78.5,8,0.722,0.534,2,Drama|Romance
USR-00987,11.87,27.5,3,0.588,0.547,5,Family|Animation|Drama|Comedy
USR-00988,37.11,100.9,8,0.971,0.333,3,Sci-Fi|Thriller|Action
USR-00989,15.67,32.4,6,0.543,0.575,4,Family|Animation|Drama|Comedy
USR-00990,7.65,28.1,3,0.68,0.589,1,Family
USR-00991,23.65,40.3,6,0.61,0.542,8,Action|Documentary|Sci-Fi|Comedy|Thriller|Family|Animation|Romance
USR-00992,8.19,44.9,1,0.358,0.787,3,Drama|Family|Comedy
USR-00993,8.87,30.7,2,0.647,0.636,1,Comedy
USR-00994,9.78,37.5,4,0.609,0.593,2,Drama|Animation
USR-00995,34.04,90.1,7,0.935,0.407,2,Romance|Drama
USR-00996,13.08,18.9,3,0.654,0.477,3,Animation|Family|Comedy
USR-00997,27.24,46.3,6,0.67,0.441,6,Comedy|Documentary|Romance|Action|Animation|Drama
USR-00998,48.2,102.5,13,0.82,0.332,4,Thriller|Sci-Fi|Action
USR-00999,34.79,83.1,5,0.776,0.317,1,Thriller
USR-01000,8.38,19.1,3,0.705,0.575,2,Drama|Comedy
USR-00522,9.14,15.8,3,0.667,0.569,5,Comedy|Animation|Family|Drama
USR-00738,10.36,36.3,6,0.543,0.633,2,Family|Animation
USR-00741,50.88,89.3,12,0.929,0.291,2,Thriller|Sci-Fi
USR-00661,6.97,17.9,4,0.511,0.479,5,Animation|Drama|Family|Comedy
USR-00412,8.45,47.0,2,0.607,0.644,2,Drama|Comedy
